elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,46.30,68,2489,96,116094
20,46.42,69,2489,96,116032
30,46.46,69,2489,96,116027
40,43.34,68,2496,96,116025
50,46.46,69,2496,96,116009
60,46.57,69,2496,96,116020
70,46.46,69,2496,96,116016
80,46.41,69,2496,96,116021
90,41.30,69,2496,96,116019
100,41.14,68,2496,96,116011
110,36.45,67,2496,96,116010
120,41.14,67,2496,96,116013
130,41.16,68,2496,96,116018
140,40.96,67,2496,96,116013
151,41.05,68,2496,96,116011
161,40.91,67,2496,96,116016
171,74.94,74,2450,96,116020
181,44.40,68,2496,96,116015
191,44.44,68,2496,96,116015
201,44.54,68,2496,96,116006
211,41.84,68,2496,96,116009
221,44.64,69,2496,96,116008
231,44.51,68,2496,96,116010
241,86.62,76,2450,96,116016
251,44.62,69,2496,96,116020
261,40.75,68,2496,96,116026
