elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,87.40,78,2457,96,118888
20,86.65,80,2450,96,118819
30,85.36,84,2450,96,118821
40,86.36,80,2444,96,118798
50,88.13,83,2437,96,118797
61,86.29,79,2444,95,118792
71,86.34,82,2444,96,118792
81,49.53,75,2470,96,118796
91,47.83,73,2470,96,118793
101,86.10,80,2444,96,118808
111,84.99,80,2450,96,118799
121,85.32,79,2450,96,118791
131,78.92,80,2444,96,118786
141,87.40,81,2437,96,118791
151,86.14,79,2450,96,118784
161,86.19,82,2431,96,118782
171,49.13,75,2470,96,118799
181,84.80,78,2457,96,118807
191,85.36,76,2444,95,118798
201,87.06,80,2437,96,118798
211,87.22,84,2450,96,118800
221,86.53,81,2444,96,118790
231,86.35,82,2444,96,118801
241,86.27,79,2444,95,118804
251,87.90,80,2431,96,118795
261,49.07,74,2470,96,118793
272,84.90,78,2457,96,118793
282,85.05,79,2437,96,118795
292,86.35,81,2444,96,118792
302,88.12,81,2437,96,118800
312,86.39,85,2444,96,118799
322,85.85,78,2437,96,118791
332,87.94,81,2437,96,118780
342,49.90,76,2470,96,118781
352,49.01,74,2470,96,118777
