elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,41.42,58,2502,96,122402
20,41.88,60,2502,96,122988
30,42.12,61,2502,96,122274
41,42.35,63,2502,96,118865
51,46.74,69,2457,96,119151
61,42.85,65,2483,96,119478
71,41.06,65,2496,96,119927
81,41.03,66,2496,96,120384
91,42.49,67,2483,96,120871
101,41.49,67,2496,96,121093
111,41.56,67,2496,96,121388
121,43.65,68,2483,96,118850
131,41.90,69,2496,96,118950
141,40.41,68,2496,96,119129
151,41.86,69,2496,96,119805
161,42.21,70,2496,96,120359
171,44.51,70,2483,96,120311
181,44.33,70,2496,96,121072
191,43.64,70,2496,96,116616
202,43.99,69,2496,96,114879
212,60.42,69,2476,96,115049
222,44.09,68,2496,96,114547
232,43.19,68,2496,96,114548
242,41.50,67,2496,96,114535
252,43.78,67,2496,96,114529
262,43.55,67,2496,96,114535
272,41.06,66,2496,96,114539
282,37.89,65,2496,96,114522
292,43.50,66,2496,96,114522
302,43.21,66,2496,96,114472
312,43.29,66,2496,96,114474
322,43.85,66,2489,96,114460
