elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,41.14,65,2496,96,118875
20,41.14,65,2496,96,118795
30,41.29,66,2496,96,118766
40,41.28,66,2496,96,118769
51,41.33,66,2496,96,118767
61,41.30,66,2496,96,118764
71,41.44,66,2496,96,118762
81,41.43,66,2496,96,118762
91,35.40,65,2496,96,118767
101,35.24,65,2496,96,118762
111,35.16,65,2496,96,118756
121,34.81,64,2496,96,118754
131,35.19,65,2496,96,118746
141,35.06,64,2496,96,118750
151,35.09,64,2496,96,118750
161,34.78,64,2496,96,118755
171,35.00,64,2496,96,118753
181,34.99,64,2496,96,118756
191,34.97,64,2496,96,118758
201,34.65,64,2496,96,118759
212,35.08,64,2496,96,118755
222,35.00,64,2496,96,118750
232,34.97,64,2496,96,118758
242,34.61,64,2496,96,118751
252,36.92,65,2496,96,118750
262,36.74,65,2496,96,118763
272,36.68,65,2496,96,118771
282,36.58,65,2496,96,118764
292,36.62,65,2496,96,118759
302,58.47,67,2444,96,118751
312,36.83,65,2496,96,118748
322,36.85,65,2496,96,118738
332,36.78,65,2496,96,118734
342,35.11,64,2496,96,118735
352,82.44,72,2444,96,118736
362,36.90,65,2496,96,118738
372,36.85,65,2496,96,118736
383,36.75,65,2496,96,118738
393,35.36,64,2496,96,118739
403,82.31,71,2437,96,118745
413,36.90,65,2496,96,118738
423,36.84,65,2496,96,118738
433,36.90,65,2496,96,118740
443,35.41,65,2496,96,118740
