elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,41.31,68,2489,96,121396
20,41.27,68,2489,96,121343
30,41.53,68,2489,96,121338
40,41.33,68,2489,96,121339
50,41.52,68,2489,96,121339
60,41.52,68,2489,96,121337
70,68.80,73,2450,96,121350
80,36.52,68,2496,96,121358
90,35.99,67,2496,96,121361
100,36.08,68,2496,96,121378
110,36.52,67,2496,96,121549
120,36.42,67,2496,96,121465
130,35.66,67,2496,96,121399
140,36.30,67,2496,96,121376
151,36.34,67,2496,96,121374
161,36.29,67,2496,96,121368
171,52.72,69,2476,96,121370
181,36.36,67,2496,96,121363
191,36.33,67,2496,96,121357
201,35.83,67,2496,96,121356
211,69.26,72,2450,96,121348
221,36.86,67,2496,96,121365
231,36.78,67,2496,96,121366
241,36.47,67,2496,96,121363
251,36.34,67,2496,96,121354
261,68.98,74,2450,96,121361
271,36.74,67,2496,96,121364
281,36.66,67,2496,96,121366
291,36.63,67,2496,96,121371
302,36.34,67,2496,96,121366
312,53.58,68,2489,96,121359
322,36.76,67,2496,96,121355
332,36.69,67,2496,96,121364
342,36.63,67,2496,96,121359
352,36.22,66,2496,96,121361
362,36.26,66,2496,96,121366
372,36.85,67,2496,96,121369
382,36.67,67,2496,96,121368
392,36.66,67,2496,96,121365
402,36.33,66,2496,96,121355
412,36.28,66,2496,96,121362
