elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,14.30,57,2411,0,121544
20,79.97,68,2470,96,121525
30,82.01,73,2450,96,121472
40,37.68,66,2496,96,121420
51,37.41,65,2496,96,121414
61,40.53,65,2496,96,121415
71,37.35,65,2496,96,121411
81,37.26,65,2496,96,121412
91,71.54,70,2463,96,121403
101,56.23,70,2476,96,121397
111,48.28,65,2496,96,121390
121,37.19,65,2496,96,121402
131,37.04,64,2496,96,121403
141,42.07,67,2496,96,121402
151,37.41,64,2496,96,121404
161,37.60,66,2496,96,121399
171,55.47,70,2483,96,121395
181,37.70,65,2496,96,121396
191,37.47,65,2496,96,121399
202,37.56,66,2496,96,121404
212,75.12,72,2450,96,121408
222,37.71,66,2496,96,121408
232,37.63,66,2496,96,121408
242,37.37,65,2496,96,121419
252,52.02,70,2483,96,121422
262,57.29,66,2483,96,121421
272,37.52,66,2496,96,121432
282,37.46,66,2496,96,121420
292,37.35,66,2496,96,121425
302,37.50,66,2496,96,121422
312,37.46,65,2496,96,121413
322,37.52,66,2496,96,121413
332,57.90,71,2470,96,121418
343,37.72,66,2496,96,121414
353,37.79,66,2496,96,121419
363,48.35,70,2476,96,121416
373,79.40,72,2437,96,121415
383,79.78,73,2444,96,121415
393,37.78,66,2496,96,121415
403,41.12,66,2496,96,121414
413,44.37,67,2496,96,121417
423,37.78,67,2496,96,121418
433,46.91,67,2489,96,121411
443,62.19,72,2450,96,121409
453,37.18,66,2496,96,121407
463,68.59,72,2450,96,121408
473,37.61,66,2496,96,121412
483,37.63,67,2496,96,121412
494,48.28,67,2496,96,121414
504,42.30,69,2496,96,121418
514,37.62,66,2496,96,121421
524,55.99,71,2476,96,121418
534,65.79,72,2496,96,121423
544,37.59,66,2496,96,121420
554,37.58,66,2496,96,121417
564,37.61,66,2496,96,121415
574,80.33,71,2457,96,121414
584,41.39,66,2496,96,121419
594,37.59,67,2496,96,121424
604,80.56,74,2444,96,121430
614,60.90,72,2496,96,121428
624,37.91,67,2496,96,121423
634,61.25,74,2444,96,121417
644,37.78,67,2496,96,121425
655,37.47,67,2496,96,121422
665,37.73,66,2496,96,121424
675,80.52,72,2444,96,121426
685,37.60,66,2496,96,121417
695,37.74,67,2496,96,121414
705,37.65,66,2496,96,121412
715,37.60,66,2496,96,121405
725,37.46,66,2496,96,121403
735,37.74,66,2496,96,121406
745,62.17,72,2450,96,121404
755,80.30,71,2444,96,121404
765,37.43,66,2496,96,121406
775,38.75,66,2496,96,121417
785,37.58,66,2496,96,121408
795,37.60,66,2496,96,121410
806,37.76,67,2496,96,121414
816,56.03,73,2457,96,121417
826,42.65,67,2496,96,121423
836,37.71,66,2496,96,121420
846,40.31,67,2496,96,121525
856,42.16,67,2476,96,121553
866,64.90,73,2496,96,121643
876,37.31,67,2496,96,121698
886,37.64,67,2496,96,121654
896,69.76,73,2444,96,121599
906,37.86,67,2496,96,121527
916,37.74,66,2496,96,121469
926,37.74,67,2496,96,121477
936,66.50,72,2476,96,121452
947,37.66,68,2496,96,121469
957,39.55,67,2496,96,121461
967,37.61,67,2496,96,121460
977,63.01,72,2444,96,121459
987,37.49,66,2496,96,121462
997,37.38,66,2496,96,121462
1007,58.02,72,2463,96,121445
1017,40.55,67,2496,96,121451
1027,37.52,66,2496,96,121438
1037,37.47,66,2496,96,121439
1047,37.42,66,2496,96,121442
1057,80.05,71,2444,96,121447
1067,70.64,68,2463,96,121444
1077,37.54,66,2496,96,121451
1087,63.83,69,2450,96,121442
1098,60.05,67,2476,96,121446
1108,66.37,70,2457,96,121452
1118,70.25,74,2450,96,121438
1128,37.82,67,2496,96,121443
1138,37.69,66,2496,96,121434
1148,37.88,66,2496,96,121433
1158,37.65,66,2496,96,121426
1168,36.64,66,2496,96,121430
1178,37.09,65,2496,96,121429
1188,37.33,65,2496,96,121422
1198,37.04,65,2496,96,121426
1208,36.75,64,2496,96,121423
1218,36.51,64,2496,96,121427
1228,40.18,65,2496,96,121426
