elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,15.13,61,2411,0,123213
20,45.26,64,2496,96,122945
30,38.66,65,2496,96,122958
40,72.55,67,2437,96,122959
50,42.32,68,2496,96,122973
60,41.34,67,2496,96,122984
70,60.69,68,2496,96,122995
80,41.71,68,2496,96,123002
90,39.11,67,2496,96,123005
100,80.33,67,2424,96,122939
110,59.62,76,2489,96,122956
120,44.18,68,2496,96,122970
130,41.67,68,2496,96,122975
140,41.49,68,2496,96,122988
150,41.43,68,2496,96,122997
160,86.06,73,2424,96,122945
170,41.38,68,2496,96,122938
181,39.56,68,2496,96,122953
191,39.22,68,2496,96,122967
201,37.87,67,2496,96,122978
211,37.75,67,2496,96,122994
221,39.53,68,2496,96,122992
231,45.44,67,2496,96,122942
241,41.58,68,2496,96,122956
251,40.46,68,2496,96,122964
261,56.06,69,2496,96,122966
271,82.68,73,2431,96,122979
281,52.39,75,2457,96,122978
291,91.38,76,2431,96,122977
301,60.92,75,2444,96,122974
311,39.31,68,2496,96,122983
321,76.55,70,2437,96,122987
331,47.82,69,2496,96,122995
341,42.13,69,2496,96,122996
351,41.49,68,2496,96,122985
362,39.80,68,2496,96,122832
372,39.60,68,2496,96,122832
382,64.62,68,2496,96,122841
392,37.80,67,2496,96,122839
402,37.67,67,2496,96,122846
412,37.70,67,2496,96,122855
422,37.58,67,2496,96,122850
432,48.63,67,2450,96,122847
442,39.13,67,2496,96,122848
452,39.17,67,2496,96,122849
462,46.60,69,2470,96,122852
472,67.75,67,2496,96,122838
482,39.47,67,2496,96,122843
492,41.63,68,2496,96,122846
502,45.77,68,2496,96,122845
512,41.54,68,2496,96,122857
523,41.60,68,2496,96,122856
533,39.57,67,2496,96,122851
543,41.38,68,2496,96,122849
553,71.00,75,2496,96,122849
563,42.62,69,2496,96,122852
573,67.36,69,2483,96,122853
583,41.75,68,2496,96,122860
593,41.35,68,2496,96,122854
603,54.18,68,2489,96,122858
613,39.15,68,2496,96,122856
623,83.44,77,2437,96,122849
633,39.67,68,2496,96,122853
643,41.76,69,2496,96,122859
653,39.38,68,2496,96,122863
663,39.45,68,2496,96,122860
673,71.98,69,2437,96,122857
684,69.21,77,2470,96,122857
694,39.58,68,2496,96,122856
704,39.26,67,2496,96,122851
714,42.78,68,2496,96,122854
