elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,14.86,61,2411,0,122036
20,42.67,65,2496,96,122006
30,96.57,73,2353,96,121904
40,91.56,77,2346,96,121830
50,42.20,70,2483,96,121761
60,68.58,69,2470,96,121723
70,45.48,70,2483,96,121713
80,84.37,76,2392,96,121721
90,95.86,77,2353,96,121731
100,47.71,72,2463,96,121726
110,48.55,72,2463,96,121710
120,47.84,69,2483,96,121714
130,47.16,68,2483,96,121716
140,46.31,66,2483,96,121720
151,46.16,65,2483,96,121715
161,46.30,66,2483,96,121719
171,92.85,73,2314,96,121715
181,96.10,77,2346,96,121713
191,54.03,70,2496,96,121709
201,53.25,70,2496,96,121700
211,53.32,69,2496,96,121697
221,53.31,69,2496,96,121691
231,53.00,69,2496,96,121681
241,53.25,70,2496,96,121691
251,52.73,70,2496,96,121693
261,48.24,68,2483,96,121700
271,87.71,76,2372,96,121689
281,92.38,77,2379,96,121700
291,94.66,79,2353,96,121701
302,52.81,71,2476,96,121701
312,95.91,79,2340,96,121696
322,52.43,72,2496,96,121702
332,53.84,72,2470,96,121701
342,58.96,72,2463,96,121700
352,48.11,70,2483,96,121699
362,47.85,71,2483,96,121706
372,47.53,70,2483,96,121708
382,96.44,78,2379,96,121703
392,47.87,70,2483,96,121704
402,47.82,70,2483,96,121693
412,46.97,69,2483,96,121687
422,82.75,75,2379,96,121695
432,48.26,70,2483,96,121699
442,48.22,70,2483,96,121693
452,47.72,69,2483,96,121693
463,92.16,76,2288,96,121685
473,95.44,80,2333,96,121686
483,54.20,72,2470,96,121686
493,53.47,71,2489,96,121690
503,95.82,77,2359,96,121690
513,52.89,70,2496,96,121696
523,47.32,68,2483,96,121703
533,45.97,66,2483,96,121697
543,45.52,66,2483,96,121698
553,45.52,66,2483,96,121691
563,44.82,65,2483,96,121692
573,45.27,65,2483,96,121694
583,44.48,65,2483,96,121693
593,41.73,65,2483,96,121694
603,44.69,66,2483,96,121695
614,49.04,67,2483,96,121694
624,45.78,68,2483,96,121696
634,45.68,67,2483,96,121691
644,91.68,77,2327,96,121687
654,47.91,72,2483,96,121702
664,47.49,70,2483,96,121695
674,46.84,69,2483,96,121701
684,47.26,70,2483,96,121702
694,95.91,78,2385,96,121694
704,53.24,71,2496,96,121693
714,53.76,73,2470,96,121696
724,53.01,70,2496,96,121706
734,47.41,68,2483,96,121702
744,52.72,69,2496,96,121700
754,82.40,77,2418,96,121701
765,89.74,76,2450,96,121701
775,54.47,71,2496,96,121702
785,62.11,69,2496,96,121701
795,53.91,69,2496,96,121690
805,53.19,70,2496,96,121204
815,53.50,70,2496,96,121198
825,53.98,69,2496,96,121648
835,53.50,68,2496,96,121741
845,84.22,75,2418,96,121666
855,47.07,67,2483,96,121664
865,96.57,72,2353,96,121664
875,95.94,74,2366,96,121656
885,52.49,68,2496,96,121667
895,47.02,66,2483,96,121657
905,96.20,74,2405,96,121666
915,51.78,67,2496,96,121659
925,52.19,67,2496,96,121662
936,51.86,66,2496,96,121664
946,85.59,72,2372,96,121657
956,83.78,74,2418,96,121664
966,95.38,77,2346,96,121649
976,95.29,77,2418,96,121643
986,54.53,71,2496,96,121640
996,54.38,72,2483,96,121645
1006,54.13,72,2470,96,121650
1016,54.07,71,2470,96,121646
1026,54.46,71,2496,96,121641
1036,53.49,70,2496,96,121640
