elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,73.98,72,2463,96,119798
20,41.61,67,2496,96,119775
30,40.99,67,2496,96,119773
40,41.94,68,2496,96,119775
51,41.88,68,2496,96,119768
61,74.41,74,2463,96,119769
71,41.95,69,2496,96,119764
81,41.92,68,2496,96,119756
91,42.30,70,2496,96,119766
101,42.01,69,2496,96,119762
111,74.65,74,2457,96,119760
121,74.32,76,2457,96,119749
131,44.23,70,2496,96,119750
141,43.43,70,2496,96,119754
151,74.76,74,2457,96,119758
161,74.62,76,2457,96,119761
171,44.23,71,2496,96,119765
181,44.16,70,2496,96,119775
191,74.92,76,2457,96,119772
201,58.29,74,2457,96,119777
212,44.46,71,2496,96,119780
222,44.33,71,2496,96,119779
232,74.88,77,2457,96,119783
242,44.58,73,2470,96,119794
252,44.61,72,2496,96,119791
262,44.44,71,2496,96,119775
272,66.01,76,2457,96,119781
282,75.44,79,2457,96,119776
292,74.87,78,2457,96,119779
302,45.63,73,2470,96,119763
312,45.29,73,2470,96,119763
322,45.12,72,2470,96,119769
332,75.43,78,2457,96,119769
342,75.71,80,2457,96,119775
352,75.65,80,2450,96,119777
362,45.85,74,2470,96,119779
373,45.24,72,2470,96,119774
383,44.88,71,2496,96,119774
393,74.41,76,2457,96,119775
403,64.40,76,2463,96,119777
413,74.60,77,2457,96,119775
423,45.28,71,2496,96,119776
433,44.86,70,2496,96,119761
443,44.49,69,2496,96,119759
453,59.44,73,2457,96,119755
463,74.35,75,2463,96,119764
473,74.16,76,2457,96,119764
483,45.10,71,2496,96,119750
493,44.58,69,2496,96,119753
503,44.45,68,2496,96,119755
513,43.39,68,2496,96,119756
