elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,47.81,68,2489,96,124104
20,42.60,68,2483,96,124141
30,42.53,67,2483,96,124140
40,42.34,67,2483,96,124146
51,42.53,68,2483,96,124150
61,42.46,67,2483,96,124141
71,42.39,67,2483,96,124063
81,42.59,68,2483,96,124074
91,42.38,67,2483,96,124087
101,42.24,67,2483,96,124087
111,42.44,67,2483,96,124100
121,42.33,67,2483,96,124117
131,42.26,67,2483,96,124124
141,94.22,78,2405,96,124131
151,53.63,72,2470,96,124145
161,53.56,71,2463,96,124150
171,53.50,71,2489,96,124146
181,93.20,79,2340,96,124140
191,54.46,74,2463,96,124139
202,54.12,73,2463,96,124143
212,54.06,72,2463,96,124144
222,79.98,78,2463,96,124146
232,95.92,80,2333,96,124147
242,54.12,73,2463,96,124152
252,53.77,71,2476,96,124147
262,53.25,70,2489,96,124151
272,95.76,74,2353,96,124152
282,53.96,72,2463,96,124152
292,53.64,70,2483,96,124152
302,53.38,70,2483,96,124153
312,92.26,76,2333,96,124158
322,91.60,78,2301,96,124157
332,94.30,79,2333,96,124158
342,68.20,75,2470,96,124163
352,67.97,74,2463,96,124164
362,64.65,73,2470,96,124174
372,42.92,68,2483,96,124178
383,92.07,77,2307,96,124180
393,91.36,78,2281,96,124178
403,68.69,75,2463,96,124180
413,68.11,75,2463,96,124066
423,63.05,73,2470,96,124070
433,55.22,71,2463,96,124082
443,92.14,78,2288,96,124090
453,91.20,79,2288,96,124096
463,68.41,76,2463,96,124104
473,68.14,75,2470,96,124104
483,68.37,74,2463,96,124108
493,53.69,71,2476,96,124113
503,91.90,78,2294,96,124116
513,91.57,79,2281,96,124117
523,68.65,75,2470,96,124117
533,68.36,75,2470,96,124118
543,68.41,75,2470,96,124121
554,53.79,71,2483,96,124151
564,43.43,70,2483,96,124166
574,42.78,68,2483,96,124174
584,43.01,68,2483,96,124178
594,42.44,67,2483,96,124188
604,42.22,66,2483,96,124188
614,97.00,74,2346,96,124188
624,42.20,66,2483,96,124181
634,41.99,65,2483,96,124168
644,46.92,67,2483,96,124172
654,42.19,66,2483,96,124168
664,42.15,66,2483,96,124169
674,93.29,76,2333,96,124173
684,96.33,79,2366,96,124181
694,68.82,74,2463,96,124173
704,54.41,72,2463,96,124179
715,54.45,71,2483,96,124192
725,86.65,76,2294,96,124115
735,93.06,78,2359,96,124137
745,95.71,80,2353,96,124133
755,54.58,72,2463,96,124134
765,54.37,71,2483,96,124140
775,52.47,70,2489,96,124146
785,92.15,77,2359,96,124143
795,96.05,76,2307,96,124148
805,55.01,73,2463,96,124151
815,54.39,72,2476,96,124156
825,54.14,70,2483,96,124154
835,53.10,70,2489,96,124160
845,91.72,77,2307,96,124164
855,91.44,78,2327,96,124159
865,54.71,73,2463,96,124159
875,54.35,71,2483,96,124160
886,53.17,70,2489,96,124164
896,92.00,76,2301,96,124162
906,91.74,77,2301,96,124165
916,91.39,77,2294,96,124168
926,89.62,79,2268,96,124163
936,92.38,79,2333,96,124165
946,69.33,76,2470,96,124169
956,69.06,75,2470,96,124170
966,69.24,75,2470,96,124174
976,51.39,71,2470,96,124172
