elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
11,41.31,64,2476,96,119263
21,57.18,70,2463,95,119245
31,38.70,65,2483,96,119251
41,41.78,66,2476,96,119246
51,69.97,71,2463,95,119254
61,37.41,66,2476,96,119250
71,39.24,67,2483,96,119243
81,39.94,68,2483,96,119243
91,42.47,68,2476,96,119244
101,63.03,73,2444,95,119245
111,38.85,68,2483,96,119235
121,65.35,73,2444,95,119240
131,41.35,68,2489,96,119250
141,41.45,68,2489,96,119254
151,40.16,68,2489,96,119249
161,41.36,68,2489,96,119250
171,42.61,68,2476,96,119254
182,59.51,68,2470,96,119258
192,39.65,68,2483,96,119258
202,74.56,72,2450,96,119256
212,74.04,73,2444,95,119263
222,41.19,68,2496,96,119260
232,73.20,74,2444,95,119256
242,74.10,75,2444,95,119259
252,75.05,73,2444,95,119260
262,55.19,71,2496,96,119253
