elapsed_s,power_w,temp_c,sm_mhz,gpu_util,mem_used_mb
10,40.44,59,2515,96,116599
21,43.45,61,2502,96,116478
31,43.58,61,2502,96,116469
41,43.76,62,2483,96,116470
51,41.31,62,2496,96,116478
61,43.86,63,2483,96,116463
71,43.94,63,2483,96,116471
81,44.00,64,2483,96,116467
91,44.01,64,2489,96,116455
101,47.26,64,2483,96,116447
111,44.24,64,2483,96,116453
121,44.22,64,2483,96,116443
131,44.26,65,2483,96,116438
141,37.90,63,2489,96,116603
151,37.90,63,2489,96,116616
161,37.82,63,2489,96,116616
172,37.79,63,2489,96,116607
182,37.82,63,2489,96,116616
192,37.80,63,2489,96,116614
202,37.77,63,2489,96,116613
212,37.86,63,2489,96,116618
222,37.83,63,2489,96,116616
232,37.81,63,2489,96,116617
242,40.13,63,2489,96,116800
252,40.23,63,2489,96,116802
262,40.35,64,2489,96,116797
272,40.32,64,2489,96,116991
282,40.36,64,2489,96,116994
292,42.76,64,2496,96,117228
302,40.34,64,2489,96,117233
312,40.39,64,2489,96,117230
322,40.42,64,2489,96,117229
333,40.38,64,2489,96,117233
343,40.38,64,2489,96,117225
